date,imd,respondent_count,unhealthy_count,unhealthy_unk_count,predicted_covid_positive_count,predicted_covid_positive_prob,population,corrected_covid_positive,corrected_covid_positive_prob,factor,factor_prob,+ symptom_based,+ response_rate
20211101,1,68565,7878,7878,605,3398.4520588962737,19898378,389124.27673983213,1425957.16787707,1.5373161744043269,0.28848897130144613,254734.8331066034,0.003445758242204465
20211101,2,182552,19104,19101,1400,7993.9448365556955,20057685,358880.7774019237,1342787.3106481396,1.5373161744043269,0.28848897130144613,236967.0158098142,0.009101349432898163
20211101,3,420555,41616,41611,3526,19010.351747284032,25874671,499693.4528002925,1784444.6046217668,1.5373161744043269,0.28848897130144613,326467.1516932962,0.016253539996701795
20211102,1,68577,7877,7877,578,3162.218658342839,19898378,393701.8508274382,1332671.008531954,1.718885962128914,0.3261501008082702,247017.74698809668,0.003446361306434122
20211102,2,182725,19043,19041,1379,7646.322300961307,20057685,356592.09308013786,1230126.5419979093,1.718885962128914,0.3261501008082702,222358.53047748288,0.009109974555887182
20211102,3,421429,41447,41443,3353,17584.498742549822,25874671,492053.34021761175,1596825.238360376,1.718885962128914,0.3261501008082702,302069.76154308004,0.01628731820396866
20211103,1,68526,7825,7825,568,3095.661131901355,19898378,410708.35555588553,1333420.1364970948,1.9639960270829748,0.35875545835132405,258873.61321215087,0.0034437982834580787
20211103,2,182520,18884,18882,1358,7461.986076945757,20057685,358864.74758788163,1198359.4928064775,1.9639960270829748,0.35875545835132405,218359.2553690054,0.009099754034426207
20211103,3,421081,41451,41447,3238,16804.06137434646,25874671,464384.92554102885,1482189.8876430392,1.9639960270829748,0.35875545835132405,280319.0625153021,0.016273868757596958
20211104,1,67993,7690,7690,556,3011.3982488420356,19898378,408169.8031324058,1315566.2881988392,1.9824677014492071,0.37378386692785737,251321.08465831543,0.0034170121805907998
20211104,2,180913,18708,18706,1308,7156.473846241048,20057685,351458.9005725768,1142793.2563753105,1.9824677014492071,0.37378386692785737,208144.33095491986,0.009019635117412602
